id,query,road,house_number
8961990090,"47.6036,-122.015",243rd Place Southeast,469
3584900090,"47.5906,-122.167",Southeast 23rd Street,12900
8902000407,"47.7097,-122.303",24th Avenue Northeast,11006
3026059014,"47.7094,-122.228",86th Avenue Northeast,12119
7304300906,"47.7467,-122.319",10th Avenue Northeast,16189
8155820110,"47.5049,-122.189",Blaine Avenue Northeast,1408
722069232,"47.414,-122.087",Southeast 209th Place,19115
1825069031,"47.6499,-122.088",East Lake Sammamish Parkway Northeast,4608
3348401584,"47.4999,-122.268",South Augusta Street,5160
8029500100,"47.3072,-122.391",Southwest 329th Way,4618
7964410100,"47.6099,-122.054",214th Avenue Northeast,12
1457500026,"47.4829,-122.124",Southeast 134th Street,16206
7215730590,"47.5966,-122.017",241st Place Southeast,1399
7525530100,"47.5618,-122.037",227th Place Southeast,4632
1925059194,"47.639,-122.216",Northeast 32nd Street,9307
5561401110,"47.467,-122.014",Southeast Mirrormont Boulevard,24434
7173700524,"47.6832,-122.304",Ravenna Avenue Northeast,7505
9828202215,"47.6163,-122.293",30th Avenue,1634
4113800300,"47.534,-122.18",120th Place Southeast,7622
6145600855,"47.7041,-122.353",North 104th Street,359
2130702350,"47.7433,-121.982",Broadway Avenue Northeast,15983
8815400735,"47.6732,-122.29",35th Avenue Northeast,6032
5152600090,"47.3307,-122.324",8th Avenue South,30225
7852090750,"47.5356,-121.875",Hoff Avenue Southeast,7290
2488200459,"47.5221,-122.39",45th Avenue Southwest,9122
8035600590,"47.4141,-122.204",103rd Avenue Southeast,20930
4438000165,"47.4275,-122.324",South 195th Street,821
6744700423,"47.7394,-122.288",Northeast 153rd Street,3743
2473002100,"47.4495,-122.148",Southeast 173rd Street,14603
4399200245,"47.3182,-122.212",O Street Northeast,1112
1326059085,"47.7403,-122.112",Northeast 155th Place,17099
6324000090,"47.5828,-122.382",Arch Place Southwest,2315
9542830600,"47.3655,-122.019",242nd Avenue Southeast,26305
2767604580,"47.6711,-122.379",Northwest 58th Street,1700
662310900,"47.2831,-122.346",Southwest 355th Court,811
1432600100,"47.4624,-122.185",117th Avenue Southeast,15719
8928100025,"47.6819,-122.271",53rd Avenue Northeast,7321
1221039058,"47.32,-122.362",Southwest Dash Point Road,2221
3840700600,"47.7146,-122.234",Northeast 126th Place,8024
8691410100,"47.5977,-121.981",Trossachs Boulevard Southeast,NA
7883607645,"47.5266,-122.316",South Cloverdale Street,1236
9435300051,"47.6608,-122.133",Northeast 60th Street,15568
6179900090,"47.7726,-122.266",Northeast 198th Place,5820
6840700165,"47.6082,-122.299",East Cherry Street,2522
2768301217,"47.6659,-122.369",Northwest 51st Street,908
629000615,"47.5862,-122.198",106th Place Southeast,2634
7202360600,"47.6799,-122.024",237th Place Northeast,NA
7852020590,"47.5338,-121.867",Dogwood Lane Southeast,7480
2023039160,"47.4662,-122.453",Southwest 156th Street,9374
2597520090,"47.5424,-122.141",Southeast 66th Street,15075
8631600025,"47.7173,-122.33",North 122nd Street,2318
8100000110,"47.3123,-122.023",Sunny Lane,32216
5151800015,"47.3386,-122.319",11th Place South,29500
9521101055,"47.6624,-122.348",North 46th Street,806
2475901105,"47.566,-121.894",Southeast 44th Place,33510
1726069202,"47.7442,-122.072",198th Place Northeast,15974
3530450100,"47.3811,-122.32",11th Avenue South,24610
8941800100,"47.5545,-122.354",16th Avenue Southwest,5260
809002215,"47.6373,-122.35",Crockett Street,365
6209000165,"47.4997,-122.353",14th Avenue Southwest,11447
4178500100,"47.3603,-122.088",Southeast 270th Street,19022
1523069086,"47.4861,-122.03",Southeast 230th Place,12806
6121000090,"47.4323,-122.328",South 190th Street,455
3342100785,"47.5175,-122.205",North 29th Street,1011
6012500100,"47.6675,-122.276",48th Avenue Northeast,5150
8682291720,"47.7195,-122.022",Northeast 134th Street,23748
5041300100,"47.6483,-122.404",36th Avenue West,3051
2473101140,"47.4473,-122.159",136th Place Southeast,17148
8121100600,"47.5682,-122.284",39th Avenue South,3851
724069059,"47.5884,-122.086",East Lake Sammamish Trail,NA
2755200110,"47.6777,-122.306",Northeast 68th Street,NA
6169901130,"47.6313,-122.369",9th Avenue West,1408
6385000025,"47.5713,-122.397",51st Avenue Southwest,3626
509000090,"47.6027,-122.043",222nd Place Southeast,606
622059031,"47.4163,-122.22",South 208th Street,9138
5358300100,"47.5084,-122.185",Northeast 19th Street,2515
4459800100,"47.6903,-122.34",North 85th Street,1411
2473371780,"47.4519,-122.13",Southeast Fairwood Boulevard,15800
9393700110,"47.5587,-122.393",48th Avenue Southwest,4822
8691360490,"47.6011,-121.983",Southeast 9th Way,NA
9175600025,"47.4643,-122.368",Southwest 156th Street,2700
7605800090,"47.6218,-122.16",Northeast 12th Place,13598
7334500090,"47.4648,-121.756",Southeast 150th Street,43808
8964800930,"47.6177,-122.217",Evergreen Drive,9303
2260800110,"47.5464,-122.088",Southeast 63rd Place,18939
7550800945,"47.6739,-122.396",Northwest 62nd Street,3002
1972205338,"47.6475,-122.359",West Etruria Street,27
2946000590,"47.4213,-122.322",South 202nd Street,1002
5700003585,"47.5786,-122.287",Mount Saint Helens Place South,2745
7129302235,"47.5135,-122.257",61st Avenue South,9772
3278602490,"47.548,-122.373",Southwest Raymond Street,3123
685000115,"47.6316,-122.202",Bellevue Way Northeast,NA
3423600025,"47.6752,-122.3",26th Avenue Northeast,6241
7173700518,"47.6834,-122.306",21st Avenue Northeast,7501
3277801450,"47.5433,-122.375",34th Avenue Southwest,6548
1862400518,"47.6959,-122.376",Northwest 92nd Street,1459
8078350090,"47.5718,-122.021",Southeast 40th Place,23845
1423089118,"47.4819,-121.744",Southeast Mount Si Road,44713
7980900011,"47.7114,-122.23",Northeast 123rd Street,8244
5309100750,"47.6779,-122.371",11th Avenue Northwest,6703
322059097,"47.4193,-122.149",Southeast 204th Place,14404
9834200165,"47.5749,-122.291",33rd Avenue South,3207
2420069201,"47.2117,-121.99",Porter Street,3038
4167300300,"47.3272,-122.363",Southwest 306th Place,2221
1105000745,"47.54,-122.275",46th Avenue South,6924
8927600100,"47.6784,-122.277",48th Avenue Northeast,6825
8078490090,"47.1913,-122.015",Winter Place,3502
1736100090,"47.7137,-122.213",Northeast 126th Place,9752
3876200100,"47.7281,-122.181",119th Avenue Northeast,14206
6844702290,"47.6914,-122.287",Northeast 87th Street,3819
4022906430,"47.7635,-122.274",Northeast 187th Street,5107
5040800015,"47.6473,-122.406",38th Avenue West,3011
9297301055,"47.5669,-122.372",32nd Avenue Southwest,4026
318500300,"47.5788,-122.059",Southeast 35th Place,21028
1839910300,"47.7218,-122.176",123rd Avenue Northeast,13422
1446400785,"47.4879,-122.332",Occidental Avenue South,12812
4036800015,"47.6031,-122.13",Lake Hills Boulevard,15669
8965500900,"47.5651,-122.114",169th Avenue Southeast,4505
3751603173,"47.2816,-122.269",52nd Avenue South,35632
3423059140,"47.4338,-122.146",Southeast 188th Place,14630
114101055,"47.7688,-122.238",76th Court Northeast,19425
2475200590,"47.472,-122.192",Southeast 8th Place,2048
3856905010,"47.6692,-122.325",Northeast 56th Street,309
7226500100,"47.4859,-122.205",Wells Avenue North,231
3580900090,"47.7296,-122.241",75th Avenue Northeast,14151
9558000100,"47.4487,-122.117",Southeast 171st Place,16819
1872900076,"47.6166,-122.22",Lake Washington Boulevard Northeast,NA
1221059112,"47.3212,-122.118",168 Southeast Avenue,NA
2877102495,"47.6791,-122.362",4th Avenue Northwest,6745
4400200057,"47.6235,-122.306",20th Avenue East,508
1049010300,"47.7359,-122.18",Northeast 149th Street,12116
6802210090,"47.1942,-121.99",Berninger Street,307
726049232,"47.7512,-122.342",North 169th Street,1302
3262300940,"47.6328,-122.236",78th Avenue Northeast,2455
1214700090,"47.4617,-122.327",South 158th Street,528
8564950300,"47.7733,-122.226",Northeast 201st Place,8517
3321069006,"47.2687,-122.056",213th Southeast Plane,37020
3751601501,"47.2864,-122.264",56th Place South,35131
1156000100,"47.3398,-122.133",157th Avenue Southeast,29217
3972900735,"47.7633,-122.313",15th Avenue Northeast,18528
6888900115,"47.5545,-122.288",South Bennett Street,3530
3031200165,"47.5362,-122.29",33rd Avenue South,7327
5683000033,"47.676,-122.281",Northeast 65th Street,4324
7230000265,"47.4741,-122.099",183rd Avenue Southeast,14239
985001015,"47.4919,-122.311",South 124th Street,1641
2815600215,"47.551,-122.395",49th Avenue Southwest,5642
3585900090,"47.7598,-122.372",13th Avenue Northwest,18040
5101407370,"47.7032,-122.306",Northeast 103rd Street,2024
871001105,"47.6513,-122.406",38th Avenue West,3427
424069233,"47.5916,-122.055",Southeast 20th Street,NA
3830630090,"47.3504,-122.177",122nd Place Southeast,28060
1997200215,"47.6927,-122.338",Densmore Avenue North,8809
1898310110,"47.3115,-122.4",Southwest 324th Place,5134
3407700047,"47.746,-122.138",Northeast 163rd Street,15117
9542100165,"47.5911,-122.177",Southeast 22nd Street,12154
7140800100,"47.285,-122.211",28th Place Southeast,1310
7202340930,"47.6802,-122.033",Redmond Ridge Drive Northeast,NA
9262800057,"47.3168,-122.264",South 318th Street,5647
1159100100,"47.5018,-122.23",82nd Avenue South,11317
7230900100,"47.5049,-122.186",Edmonds Avenue Northeast,1401
8682301910,"47.7182,-122.022",Northeast Twinberry Way,23692
7701450110,"47.5646,-122.129",Southeast 45th Street,15899
1725059209,"47.6553,-122.19",Northeast 53rd Street,11215
4025300195,"47.7494,-122.304",23rd Avenue Northeast,16681
985000900,"47.4924,-122.311",South 124th Street,1640
7140700850,"47.3835,-122.095",185th Loop Southeast,24316
522079067,"47.4167,-121.936",Southeast 208th Street,30618
1387300940,"47.7357,-122.195",Northeast 149th Street,10825
8562700090,"47.6686,-122.157",137th Avenue Northeast,7001
2122059236,"47.3734,-122.182",119th Court Southeast,25416
514500090,"47.5877,-122.157",Southeast 26th Street,13633
5680001095,"47.5738,-122.315",14th Avenue South,3315
2475900855,"47.5651,-121.89",338th Place Southeast,4386
8669400100,"47.6472,-122.157",Northeast 42nd Street,13637
3824100051,"47.773,-122.256",64th Avenue Northeast,19812
952004875,"47.5638,-122.38",38th Avenue Southwest,4432
9522350090,"47.7094,-122.234",Northeast 122nd Place,8037
1787600252,"47.7259,-122.328",Roosevelt Way Northeast,13352
7148000315,"47.4424,-122.276",46th Avenue South,17820
2180001080,"47.2772,-122.354",14th Avenue Southwest,36125
1328330590,"47.4432,-122.135",153rd Court Southeast,17727
34001304,"47.5305,-122.391",Southwest Hemlock Way,4517
1558500100,"47.7458,-121.977",270th Place Northeast,16245
2887950110,"47.3201,-122.177",Southeast 314th Place,12317
6852700412,"47.6248,-122.319",Federal Avenue East,615
1798000100,"47.6724,-122.317",Northeast Ravenna Boulevard,1006
9516500100,"47.7662,-122.159",Northeast 192nd Street,NA
203400090,"47.6328,-121.964",280th Place Northeast,2698
4036800805,"47.601,-122.122",163rd Avenue Southeast,1054
7129302615,"47.5157,-122.256",South Pilgrim Street,6111
7278700100,"47.7728,-122.385",Northwest 197th Street,NA
7852070090,"47.5445,-121.871",Fairway Place Southeast,6253
1250200552,"47.6,-122.298",27th Avenue South,307
9126100608,"47.6053,-122.306",20th Avenue,402
396100025,"47.7461,-122.332",North 161st Place,2316
9184700600,"47.6101,-122.286",37th Avenue,826
4221250090,"47.5895,-122.019",240th Avenue Southeast,2267
8731901810,"47.3111,-122.379",39th Place Southwest,32516
7977201707,"47.6854,-122.291",35th Avenue Northeast,7717
3260350090,"47.5223,-122.156",139th Avenue Southeast,8903
7399300850,"47.4619,-122.187",Edmonds Drive Southeast,2007
461002551,"47.6829,-122.375",Alonzo Avenue Northwest,7351
9158100090,"47.7219,-122.358",1st Avenue Northwest,12714
9358002305,"47.5653,-122.37",Southwest Nevada Street,2843
6447300265,"47.6151,-122.224",87th Avenue Northeast,512
2235000015,"47.5425,-122.376",35th Avenue Southwest,6710
9523104345,"47.6722,-122.349",North 59th Street,718
6139100056,"47.7615,-122.329",1st Avenue Northeast,18268
808300090,"47.7258,-121.959",283rd Avenue Northeast,13840
8077100031,"47.6814,-122.288",38th Avenue Northeast,7301
1402650110,"47.4381,-122.134",155th Place Southeast,18303
7985000100,"47.333,-122.3",South 300th Street,2613
1796350690,"47.3707,-122.094",186th Place Southeast,25810
7504110110,"47.6319,-122.037",Northeast 25th Way,22662
4324500490,"47.3801,-122.289",35th Avenue South,24621
1257202120,"47.6755,-122.331",Corliss Avenue North,6407
3987700115,"47.5334,-122.168",129th Avenue Southeast,7626
9137101353,"47.6804,-122.319",Northeast 71st Street,818
3298701066,"47.5177,-122.354",15th Avenue Southwest,9454
8682290100,"47.7225,-122.029",Redmond Ridge Trail,NA
4055700778,"47.7176,-122.241",76th Avenue Northeast,12935
438000025,"47.6876,-122.298",27th Avenue Northeast,8028
2474400300,"47.4058,-122.192",Southeast 219th Place,11118
87000283,"47.4492,-122.199",106th Avenue Southeast,17030
2946001645,"47.4204,-122.324",8th Avenue South,20220
9294300495,"47.6821,-122.267",57th Avenue Northeast,7330
492000475,"47.311,-122.227",Auburn Avenue,407
3876540600,"47.2624,-122.299",27th Place South,37730
4122500100,"47.6411,-122.207",99th Avenue Northeast,3341
2461900945,"47.5511,-122.386",42nd Avenue Southwest,5633
7221400495,"47.4742,-122.198",High Avenue South,630
2349300090,"47.5517,-122.381",Fauntleroy Way Southwest,5600
9523100459,"47.6654,-122.355",Greenwood Avenue North,5010
3856904580,"47.6698,-122.325",Northeast 57th Street,311
7345600755,"47.4889,-122.286",South 128th Street,3714
798000457,"47.5008,-122.332",Occidental Avenue South,11416
7986400945,"47.6641,-122.357",1st Avenue Northwest,4814
395300100,"47.7259,-122.226",Northeast 139th Street,8622
2473510090,"47.4451,-122.136",Southeast 176th Street,15419
1329300300,"47.3513,-122.174",Southeast 279th Place,12516
952007069,"47.5626,-122.382",39th Avenue Southwest,4505
8073000265,"47.5101,-122.246",South Ryan Street,6862
952004745,"47.564,-122.379",37th Avenue Southwest,4421
1376800115,"47.6436,-122.405",37th Avenue West,2615
6613000750,"47.6599,-122.269",55th Avenue Northeast,4318
2303900090,"47.7288,-122.37",Northwest Elford Drive,1000
6713700025,"47.7608,-122.353",Evanston Avenue North,18206
4083304535,"47.6525,-122.333",Bagley Avenue North,3719
3626039403,"47.698,-122.366",8th Avenue Northwest,NA
254000100,"47.5129,-122.388",44th Avenue Southwest,10030
2724049076,"47.5318,-122.286",South Kenyon Street,3540
8562500690,"47.6715,-122.155",138th Place Northeast,7424
3834500195,"47.7226,-122.299",27th Avenue Northeast,12750
2207100405,"47.5995,-122.144",147th Avenue Southeast,1311
9482700475,"47.6835,-122.342",Winona Avenue North,7510
7905200386,"47.571,-122.392",47th Avenue Southwest,3636
8680500090,"47.7408,-122.169",128th Court Northeast,15507
3424089119,"47.5192,-121.764",432nd Avenue Southeast,NA
1437500015,"47.7112,-121.315",Tye River Road Northeast,11897
3298700110,"47.5237,-122.353",14th Avenue Southwest,8833
6300000337,"47.7056,-122.34",Interlake Avenue North,10508
8561200110,"47.7002,-122.188",115th Avenue Northeast,11125
2781250110,"47.3505,-122.027",236th Place Southeast,28101
4442800008,"47.6904,-122.393",28th Avenue Northwest,8348
2619920110,"47.6878,-122.162",Northeast 97th Street,13498
7334501130,"47.4644,-121.745",Southeast 151st Street,44554
9471200115,"47.6709,-122.262",61st Avenue Northeast,5726
2597500090,"47.2863,-122.196",26th Street Southeast,2515
8665050490,"47.5672,-122.005",249th Avenue Southeast,4339
1736800740,"47.6003,-122.144",147th Avenue Southeast,1199
6163901751,"47.7494,-122.319",10th Avenue Northeast,16613
2323059184,"47.4721,-122.128",160th Avenue Southeast,14519
7349650490,"47.2831,-122.199",Forest Ridge Drive Southeast,2306
1025039086,"47.6699,-122.416",West Cramer Street,4568
274100090,"47.3733,-122.214",Woodland Way,840
3342104046,"47.5169,-122.209",Mountain View Avenue North,2801
7893801862,"47.4099,-122.329",South 214th Street,432
7852060490,"47.5303,-121.878",Douglas Avenue Southeast,NA
7923300115,"47.5947,-122.135",Southeast 18th Street,15374
2868300115,"47.4129,-122.322",South 211th Place,935
9477001270,"47.7359,-122.192",112th Avenue Northeast,14740
522069119,"47.4168,-122.074",Southeast 206th Street,20025
2025049175,"47.6423,-122.329",Fairview Avenue East,2508
2771604226,"47.6375,-122.387",West Crockett Street,2319
2917200615,"47.7001,-122.351",Evanston Avenue North,9712
9551201295,"47.6697,-122.338",Woodlawn Avenue North,5531
7443000985,"47.6522,-122.366",West Nickerson Street,636
3395041194,"47.5405,-122.293",30th Avenue South,6904
1024069162,"47.5849,-122.016",Southeast 28th Street,24210
5452800735,"47.5416,-122.232",80th Avenue Southeast,6938
2902200015,"47.6374,-122.324",Franklin Avenue East,2014
1698900195,"47.6418,-122.351",Nob Hill Place North,2510
442000015,"47.6897,-122.285",40th Avenue Northeast,8244
222069058,"47.4246,-122.014",244th Avenue Southeast,19720
2926049449,"47.7174,-122.317",Northeast 123rd Street,1021
6071800100,"47.546,-122.175",Southeast 64th Place,12300
4003000110,"47.604,-122.288",East Spruce Street,3500
925059198,"47.6642,-122.173",Northeast 65th Street,12509
6072700110,"47.5579,-122.174",125th Avenue Southeast,4985
1926069143,"47.7293,-122.099",Northeast 143rd Place,18045
2871000300,"47.7011,-122.112",Northeast 112th Way,17014
6163900301,"47.7629,-122.318",Northeast 185th Street,1019
4318200090,"47.5379,-122.386",Southwest Othello Street,4120
9526600090,"47.7073,-122.114",Northeast 120th Street,16978
629420100,"47.5903,-121.988",Southeast 21st Place,26370
6905200215,"47.6472,-122.373",12th Avenue West,3011
7202430110,"47.6648,-122.137",Northeast 66th Court,15301
87000245,"47.4518,-122.199",106th Avenue Southeast,16816
6667400090,"47.6587,-122.163",Northeast 55th Place,13377
6802200100,"47.1947,-121.989",Schmid Street,404
913000315,"47.5837,-122.399",Halleck Avenue Southwest,2306
8732030490,"47.3081,-122.384",Southwest 328th Street,4023
3629920600,"47.5458,-121.996",Northeast Julep Street,2597
1524079156,"47.5669,-121.905",327th Place Southeast,4341
6450301690,"47.7339,-122.337",Wallingford Avenue North,14356
5309101050,"47.6769,-122.371",11th Avenue Northwest,6531
8857600820,"47.383,-122.288",South 244th Street,3506
3500100025,"47.736,-122.301",Northeast 147th Street,2578
5152100110,"47.3376,-122.323",9th Place South,29505
3298600850,"47.2969,-122.163",134th Avenue Southeast,33944
3856902250,"47.6711,-122.324",Northeast 58th Street,334
8887001140,"47.504,-122.464",NA,NA
2621069066,"47.2737,-122.015",249th Avenue Southeast,36407
251620090,"47.6344,-122.215",Northeast 27th Street,9463
3546000090,"47.3546,-122.176",124th Place Southeast,27447
3359500755,"47.6746,-122.325",Northeast 63rd Street,310
3579800485,"47.7317,-122.241",75th Avenue Northeast,14305
2919201335,"47.6901,-122.356",North 84th Street,146
1796370930,"47.3712,-122.092",Southeast 258th Street,18717
3864000090,"47.5512,-122.191",111th Place Southeast,5801
8651100110,"47.5489,-122.216",Southeast 60th Street,9247
8731730590,"47.3894,-122.166",Southeast 237th Court,13024
1761100300,"47.2881,-122.363",23rd Avenue Southwest,34910
9542800820,"47.305,-122.373",32nd Place Southwest,33216
2644900110,"47.7767,-122.356",Greenwood Avenue North,20301
1626069198,"47.7398,-122.041",Northeast 156th Place,NA
5101408593,"47.7046,-122.316",11th Avenue Northeast,10416
7853270100,"47.5423,-121.877",Southeast Carmichael Loop,34765
3308030100,"47.3626,-122.209",Woodland Way South,26631
1330280100,"47.3632,-122.174",Southeast 266th Street,12603
2212200090,"47.3943,-122.189",114th Way Southeast,23211
9264921140,"47.3128,-122.345",8th Avenue Southwest,32302
8902000068,"47.7053,-122.303",Victory Lane Northeast,10516
7338000850,"47.335,-122.215",M Street Northeast,3101
2770600853,"47.6441,-122.385",22nd Avenue West,2637
4239400740,"47.3155,-122.182",Southeast 319th Place,11845
6184700100,"47.7005,-122.358",1st Avenue Northwest,9726
3157600615,"47.5649,-122.358",19th Avenue Southwest,4156
6145601810,"47.7024,-122.346",North 101st Street,934
1235700042,"47.6973,-122.194",Northeast 108th Street,11004
7781600025,"47.488,-122.364",Standring Lane Southwest,12717
7116500705,"47.3012,-122.218",8th Street Southeast,815
2320069206,"47.2092,-121.997",Lafromboise Street,1926
1794501390,"47.637,-122.361",3rd Avenue West,1937
2122059160,"47.3764,-122.176",124th Avenue Southeast,25122
2421069039,"47.2931,-121.992",Enumclaw-Black Diamond Road Southeast,34430
5452800495,"47.5416,-122.231",81st Avenue Southeast,6943
4024100961,"47.7554,-122.306",20th Place Northeast,17598
7857001560,"47.5446,-122.296",29th Avenue South,6423
9540100025,"47.7621,-122.36",Northwest 183rd Street,210
2473410740,"47.4457,-122.128",Southeast 175th Street,15909
2770604365,"47.6451,-122.375",14th Avenue West,2811
173000025,"47.7298,-122.355",North 138th Street,306
7853340490,"47.5167,-121.878",Southeast Jeffs Street,34701
239000115,"47.4282,-122.28",Military Road South,19419
9528101032,"47.6822,-122.326",Woodlawn Avenue Northeast,7358
5416100110,"47.19,-122.013",Larsen Avenue,3341
4331000265,"47.4745,-122.343",Southwest 143rd Street,623
5249803885,"47.5596,-122.27",South Angeline Street,5008
7853301390,"47.5421,-121.888",NA,NA
1376800025,"47.6442,-122.406",38th Avenue West,2637
7639900025,"47.7222,-122.367",8th Avenue Northwest,12725
2822059262,"47.36,-122.178",Southeast 270th Street,12222
8113100850,"47.5462,-122.277",South Graham Street,4426
565300110,"47.726,-122.194",Northeast 140th Street,11014
1887000100,"47.7452,-122.224",Northeast 161st Place,8807
8731990090,"47.3227,-122.384",41st Place Southwest,31210
3432500705,"47.7456,-122.315",Northeast 162nd Street,1323
1015500300,"47.7265,-122.206",101st Place Northeast,14013
3972300100,"47.7686,-122.317",11th Avenue Northeast,19266
3876300600,"47.727,-122.176",123rd Avenue Northeast,14104
2111010940,"47.3364,-122.17",Southeast 296th Way,12840
2771102158,"47.6508,-122.383",21st Avenue West,3416
1498304065,"47.586,-122.295",29th Avenue South,1908
6150200375,"47.7274,-122.337",Wallingford Avenue North,13517
3343901340,"47.5155,-122.189",Northeast 27th Street,2225
4037800015,"47.6112,-122.126",Northeast 2nd Street,16075
1626079066,"47.7378,-121.912",Northeast 155th Street,31870
6200017,"47.4023,-122.273",Russell Road South,22306
5249805090,"47.5589,-122.264",Lake Washington Boulevard South,4815
4217401055,"47.6578,-122.28",44th Avenue Northeast,3879
7738500475,"47.7473,-122.285",Bothell Way Northeast,16393
2767603250,"47.6729,-122.379",17th Avenue Northwest,6017
2620069113,"47.1991,-122.013",Southeast 448th Street,24611
3760500336,"47.6991,-122.235",80th Place Northeast,10906
5101404563,"47.6975,-122.316",Northeast 95th Street,1035
9407000600,"47.4451,-121.768",Southeast 170th Place,42839
9353300600,"47.4948,-122.134",156th Avenue Southeast,12011
993000090,"47.6938,-122.34",Interlake Avenue North,8852
1796361140,"47.3668,-122.09",Southeast 262nd Street,18823
1112000031,"47.5404,-122.268",South Willow Street,5145
2822049160,"47.3694,-122.311",18th Avenue South,25915
3856904560,"47.6698,-122.325",Northeast 57th Street,311
2492200956,"47.5338,-122.381",Southwest Holden Street,3804
2770604079,"47.6423,-122.375",14th Avenue West,2557
2719100042,"47.5438,-122.385",41st Avenue Southwest,6539
7899800864,"47.5213,-122.357",17th Avenue Southwest,9061
9485750110,"47.4501,-122.208",South 32nd Street,729
2024059058,"47.554,-122.189",Southeast 54th Lane,11088
7977201865,"47.6841,-122.291",35th Avenue Northeast,7537
4232900940,"47.6352,-122.358",1st Avenue West,1814
3364900375,"47.6731,-122.326",Latona Avenue Northeast,6107
4151800375,"47.6646,-122.202",103rd Avenue Northeast,6508
2610100015,"47.742,-122.324",Northeast 156th Street,490
8682230590,"47.7114,-122.029",Northeast 126th Street,23240
3876100940,"47.7228,-122.183",Northeast 137th Street,11711
1221079058,"47.3205,-121.867",Southeast Courtney Road,35804
2770605550,"47.6526,-122.372",11th Avenue West,3611
4468400214,"47.7099,-122.333",North 112th Street,2124
2767705010,"47.6719,-122.369",Northwest 59th Street,908
5422560930,"47.6638,-122.129",Northeast 65th Street,15800
824059211,"47.5828,-122.197",108th Avenue Southeast,3105
6825100015,"47.7004,-122.371",12th Avenue Northwest,9702
4166600115,"47.3344,-122.37",Southwest 300th Place,2812
3574801500,"47.7315,-122.224",Northeast 144th Street,8720
9477001140,"47.7356,-122.191",113th Avenue Northeast,14812
3384300100,"47.385,-122.085",Southeast 242nd Place,19214
6123600100,"47.425,-122.331",South 198th Street,318
1311300100,"47.3414,-122.286",38th Avenue South,29011
3812400854,"47.5392,-122.278",44th Avenue South,7020
1326069188,"47.7345,-121.977",4th Place Northeast,14801
3131201865,"47.6604,-122.324",4th Avenue Northeast,4402
321059059,"47.3356,-122.157",138th Avenue Southeast,29712
223039330,"47.5123,-122.39",Southwest 102nd Street,4432
7857000900,"47.5501,-122.296",South Juneau Street,2814
8109800110,"47.7069,-122.117",Northeast 120th Street,16759
5422560900,"47.6642,-122.129",159th Avenue Northeast,6579
3332000195,"47.5513,-122.275",South Orcas Street,4606
2423029245,"47.4638,-122.484",Southwest 156th Street,NA
8651600110,"47.5489,-122.225",86th Avenue Southeast,6001
7902200015,"47.5068,-122.386",Marine View Drive Southwest,10670
3523089019,"47.4398,-121.738",Southeast Edgewick Road,NA
8827900015,"47.6718,-122.291",34th Avenue Northeast,5748
9237800100,"47.6772,-122.153",140th Avenue Northeast,8264
2724089019,"47.5316,-121.764",North Fork Road Southeast,7616
5416501030,"47.3594,-122.04",Southeast 270th Place,22615
7211402305,"47.5105,-122.36",20th Avenue Southwest,10243
1221059176,"47.3224,-122.122",Southeast 311th Street,16501
7549802600,"47.55,-122.312",16th Avenue South,5840
4112100165,"47.5525,-122.269",South Lucile Street,5117
7518506595,"47.6805,-122.385",23rd Avenue Northwest,7032
2767602490,"47.6733,-122.383",Northwest 61st Street,2020
3821000100,"47.3808,-122.211",South 246th Place,9641
524069019,"47.5927,-122.064",Southeast 20th Street,NA
1492800296,"47.5745,-122.396",Southwest Forney Street,4931
7855900110,"47.568,-122.153",Southeast 44th Place,14088
7853290090,"47.5447,-121.883",Silent Creek Avenue Southeast,6219
2123049175,"47.4696,-122.298",27th Place South,14909
2025049064,"47.6429,-122.327",Yale Avenue East,2528
6046401105,"47.6911,-122.348",North 86th Street,743
3505100756,"47.5811,-122.4",53rd Avenue Southwest,2451
5468730110,"47.3531,-122.143",Southeast 278th Street,14816
5154200015,"47.5596,-122.403",Beach Drive Southwest,4775
9285800590,"47.5704,-122.376",35th Avenue Southwest,3722
4083304190,"47.6529,-122.339",Woodlawn Avenue North,3801
2470100110,"47.6289,-122.233",Northeast 12th Street,NA
7574910490,"47.7437,-122.035",Saybrook Drive Northeast,16062
868001030,"47.7027,-122.378",Northwest Blue Ridge Drive,1536
8108600464,"47.4605,-122.277",South 160th Street,4438
3295610490,"47.567,-122.033",230th Way Southeast,4356
5013500110,"47.5736,-122.393",48th Avenue Southwest,3408
3223069019,"47.4303,-122.067",Southeast 192nd Street,20434
2725069085,"47.6216,-122.015",243rd Avenue Northeast,NA
6821600265,"47.6482,-122.393",28th Avenue West,3051
1471701780,"47.4612,-122.069",203rd Place Southeast,15650
9835800750,"47.3739,-122.29",33rd Place South,25405
8835900015,"47.5507,-122.261",Seward Park Avenue South,5810
806800110,"47.3361,-122.175",124th Place Southeast,29644
826069002,"47.7617,-122.061",Northeast 181st Place,NA
2222059064,"47.3775,-122.165",132nd Avenue Southeast,25014
7781600100,"47.4857,-122.361",Standring Lane Southwest,13029
4047200265,"47.7728,-121.9",Northeast 202nd Street,32721
2125059013,"47.644,-122.185",116th Avenue Northeast,3718
2011400583,"47.397,-122.321",10th Avenue South,22728
3526039160,"47.6956,-122.392",27th Avenue Northwest,9109
8718500495,"47.7396,-122.256",Northeast 153rd Street,6418
